,VideoID,Title,PublishedAt,ChannelID,Description,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,FavoriteCount,CommentCount,RegionCode,Date
10,ygHkJmTnmvo,Saad Lamjarred - CASABLANCA (EXCLUSIVE Music Video) |  (فيديو كليب حصري) CASABLANCA - سعد لمجرد,2018-07-31T19:01:28.000Z,UC9hJ5XcjHXYjwDOqrlQUuow,"Subscribe to Saad Lamjarred Official Channel: http://bit.ly/LamjarredYT

Saad Lamjarred - CASABLANCA (EXCLUSIVE Music Video) | 2018
2018 | (فيديو كليب حصري) CASABLANCA - سعد لمجرد


Written by : Leslie Bourgouin
Music Produced by : Dj Kore
Directed by : Alexandre Da Silva
Art Director : Hamidi Ayoub

Digital Distribution: Qanawat

Lyrics CASABLANCA :

Elle est quelque part 
Je la trouverai 
Il n’est jamais trop tard 
Comme un diamant noir 
Pour le monde entier 
Elle sera à part 
M’en aller à Punta cana
M’en aller à Casablanca 
M’en aller à Barcelona 
M’en aller à ... 

Ma chérie si tu savais 
Ma vie c’est la Bohême
Pars avec moi si tu m’aimes 
Je dois m’en aller 
Te dire au revoir 
Mais sans te faire de la peine 

Ah ah ah 
On verra bien où la vie nous mène 
Si oui ou non tu seras ma reine 

Pourquoi tu es si belle 
Pourquoi tu m’ensorcelles 
Avant de me brûler les ailes 
Mais dis moi comment tu t’appelles 
Mais pourquoi tu es si belle 
Pourquoi tu m’ensorcelles 
Avant de me brûler les ailes
au moins dis moi comment tu t’appelles 

Je ne sais pas qui tu es 
mais les étoiles 
M’ont mené à toi 
et je dois mettre les voiles 
Je suis désolé
ne m’en veux pas 
Je ne suis qu’un homme
qui jamais ne se dévoile 

On verra bien où la vie nous mène 
Si oui ou non tu seras ma reine 
    
Oh ma Bella
Ne m’attends pas 
Oh ma Bella 
Tu as le choix 
Oh ma Bella 
Ne m’attends pas 
Oh ma Bella 
ne m’en veux pas 
ـــــــــــــ 
Like on Facebook:
https://www.facebook.com/SaadLamjarred.Official/
Follow on Twitter: https://twitter.com/SaadLamjarred1
Follow on Instagram: http://instagram.com/SaadLamjarred1 
Follow on Google+: https://plus.google.com/+SaadLamjarred
Official YouTube: https://youtube.com/SaadLamjarredTV
Official iTunes: http://apple.co/1WNX8nm",Saad Lamjarred | سعد لمجرد,10,20518560,594199,47226,0,87640,BE,8/6/2018
11,QHyy5vV1uP0,"93 Empire - Woah (Sofiane, Vald, Soolking, Sadek, Mac Tyer, Heuss L’enfoiré, Kalash Criminel)",2018-08-03T14:00:01.000Z,UCxPvv5fdCJ8rj8FHorCIJdw,"Disponible partout: https://93empire.lnk.to/Woah

93 Empire - Woah (Sofiane, Vald, Soolking, Sadek, Mac Tyer, Heuss L’enfoiré, Kalash Criminel)
 
Affranchis Music présente #WOAH
1er Extrait de l’album #93EMPIRE
Sortie : Automne 2018
 
Produit par : DIIAS pour #AffranchisMusic
 
Écrit par : Fianso
Réalisé par : Leïla Sy pour Suther Kane Films
Montage : Shems Cameron",Affranchis Music,22,1626727,63297,1763,0,5058,BE,8/6/2018
12,Lpjcm1F8tY8,Martin Garrix feat. Bonn - High On Life (Official Video),2018-07-30T14:51:57.000Z,UC5H_KXkPbEsGs0tFt8R35mA,"Martin Garrix feat. Bonn - High On Life (Official Video)
♫ High On Life feat. Bonn is out now: http://stmpd.co/MGHOLID
Get Ocean feat. Khalid here: http://stmpd.co/MKOCID

Premiered my new track High On Life featuring Bonn on Tomorrowland 2018 and the official video is also my aftermovie for this amazing festival. Hope you enjoy it!

Click on subtitles to turn lyrics on/off.

Follow Martin Garrix: 
Facebook: http://facebook.com/MartinGarrix
Twitter: http://twitter.com/MartinGarrix
Instagram: http://instagram.com/MartinGarrix
YouTube: http://youtube.com/MartinGarrix

Follow STMPD RCRDS
YouTube: http://www.youtube.com/c/stmpdrcrds
Facebook: https://www.facebook.com/STMPDRCRDS/
Instagram: https://www.instagram.com/stmpdrcrds/
Twitter: https://twitter.com/stmpdrcrds
Spotify: http://stmpd.co/ST50SPID

Directed and edited by: Damian Karsznia

Cinematography by: 
- Sjors Ruijters 
- Fabian de Prieëlle
- Mathias Normann
- Mees Roozen
- Joris Hoevenberg
- Damian Karsznia

#HighOnLife #Garrix #Bonn
#MartinGarrix #Tomorrowland #Aftermovie #Tomorrowland2018",Martin Garrix,10,6010705,277185,2722,0,11777,BE,8/6/2018
13,Qz8BmU8NPJk,Bagarre entre Booba et Kaaris: ce qu'il s'est passé à l'aéroport d'Orly,2018-08-01T16:05:21.000Z,UCXwDLMDV86ldKoFVc_g8P0g,Une violente bagarre entre les rappeurs Booba et Kaaris dans le hall 1 de l'aéroport d'Orly a entraîné de nombreux retards de vols.,BFMTV,25,805594,5956,964,0,2693,BE,8/6/2018
14,_G-k6TQYUek,"Kygo, Imagine Dragons - Born To Be Yours",2018-07-27T07:00:06.000Z,UCYpVqLSvfseUqb2URAkexlw,"Listen to ""Born To Be Yours,’ out now: http://lnk.to/Kygo_BornToBeYours
Directed by: Matt Eastin & Aaron Hymes

Kygo
http://www.soundcloud.com/kygo 
https://www.facebook.com/kygoofficial/
http://www.instagram.com/kygomusic 
http://www.twitter.com/kygomusic 
https://www.youtube.com/user/KygoOfficialVEVO
http://kygomusic.com

Imagine Dragons
Shop Imagine Dragons: http://smarturl.it/ImagineDragonsShop
Catch Imagine Dragons on tour: http://imaginedragonsmusic.com/tour
Follow Imagine Dragons on Facebook: https://www.facebook.com/ImagineDragons/
Twitter: https://twitter.com/Imaginedragons
Instagram: https://www.instagram.com/imaginedragons

Enjoy more videos by Kygo:
Kids in Love Tour Europe: www.youtube.com/channel/UCCFJeI-2sT_cWgz-QJRgbCw
Here for You feat. Ella Henderson: https://www.youtube.com/watch?v=b8PPap4dJog
Firestone feat. Conrad Sewell: https://www.youtube.com/watch?v=9Sc-ir2UwGU",KygoOfficialVEVO,10,12740196,177776,4730,0,4325,BE,8/6/2018
15,YArSozrKQF8,MIJN NIEUWE KAMER INRICHTEN & GIVEAWAY,2018-08-04T06:30:00.000Z,UCJEtDBmf-aIBkDGiWlVi_HA,"In deze video laat ik jullie mijn nieuwe kamer in Nederland zien en ga ik met behulp van supertoffe stickers op snapchat mijn kamer inrichten. Ben jij benieuwd naar het resultaat? Blijf dan zeker kijken tot het eind want er is ook nog een hele leuke giveaway!!
Veel kijkplezier, X Nina

Betaalde samenwerking met IKEA Nederland.




BESTEL NU MIJN SCHOOLAGENDA 2018 - 2019 EN MAAK KANS OP EEN GESIGNEERD EXEMPLAAR. http://www.fcklap.nl/nina-houston-schoolagenda/ JE KRIJGT ‘M SUPERSNEL IN HUIS! 
HI! LEUK DAT JE KIJKT NAAR DEZE VIDEO, WIL JE OP DE HOOGTE BLIJVEN VAN MIJN NIEUWSTE UPLOADS? ABONNEER DAN MET NOTIFICATIE BELLETJE GRATIS OP MIJN KANAAL! https://www.youtube.com/channel/UCJEtDBmf-aIBkDGiWlVi_HA?sub_confirmation=1
X NINA


Volg me ook via:
Instagram: https://instagram.com/ninahouston_/
Musical.ly: ninahouston_
Snapchat: ninahouston_x

Al mijn video's:
Living in the USA: https://www.youtube.com/playlist?list=PLr-dEluRIEAcVk4ozYRQQlvxkS2VmaSFi
Sketches: https://www.youtube.com/playlist?list=PLr-dEluRIEAcRLsfyAoJuaCT6gDsNH_Xq
Smaakproeven: https://www.youtube.com/playlist?list=PLr-dEluRIEAck-VfpQg5gzF6RUVYOY-kC
Din(g)sdag Testvideo's: https://www.youtube.com/playlist?list=PLr-dEluRIEAf6uruAqEvA6m16jQns60Gf
Challenges: https://www.youtube.com/watch?v=wYqCuo2bET8&list=PLr-dEluRIEAfhbvGqIvKvPU09yzKn5h3I
Lush: https://www.youtube.com/playlist?list=PLr-dEluRIEAfIU-kZhWJge-VoF_RCZ-9Q
Vlogs: https://www.youtube.com/playlist?list=PLr-dEluRIEAdU15VU_wIle_vINf-FihFr
Nina Houston: https://www.youtube.com/watch?v=S0FmnIYOBcA&list=PLr-dEluRIEAe9B2LHtwZAViw2eVk5-JV1
New York 2015: https://www.youtube.com/watch?v=WLHmxFTASZQ&list=PLr-dEluRIEAcpQ_pwzfj0o-pERbewDi16
Rainbow Loom Nederlands: https://www.youtube.com/watch?v=yuX6R76A4pQ&list=PLr-dEluRIEAfoAQqoaYEujU3H35ps0iuN
Rainbow Loom Engels: https://www.youtube.com/watch?v=uW_I1c1XU2U&list=PLr-dEluRIEAftoKc0jRZWO-wz8AnAiame

Credits Banner: FC KLAP

Hoi, welkom op mijn kanaal, mijn naam is Nina en ik vind het ontzettend leuk om video's te maken. Iedere dinsdag en vrijdag komt er een nieuwe video online. Op dit kanaal kun je o.a. challenges, vlogs en sketches verwachten, maar ook fashion en testvideo's. Dus, lijkt het het je leuk om mij te volgen en wil je mijn allernieuwste video's niet missen, abonneer dan snel op mijn kanaal, het is gratis!  Liefs Nina

Credits for Music: No copyright sounds",Nina Houston,24,155006,7774,243,0,438,BE,8/6/2018
16,-qnyd7Ht9uc,Zedd & Elley Duhé - Happy Now (Lyrics),2018-07-18T17:02:22.000Z,UCPNokRZ9hacjIQ3IQL6HNUQ,"Zedd & Elley Duhé - Happy Now (Lyric Video)
Watch the official lyric video for “Happy Now”.
Subscribe to Zedd’s channel and turn on notifications to stay up to date on all the latest videos: http://zedd.me/YTSubscribe

“Happy Now” is the most organic sounding song I’ve made in a long time. The majority of what you hear was recorded using real instrumentation, a lot of pianos and a lot of guitars. Lyrically, it’s a song that is both happy and sad at the same time, while musically, it’s a song that rather leans towards a happier, sunnier side. I hope you enjoy “Happy Now.” :) - Zedd

“To me, ‘Happy Now’ is more than just a song. It’s a significant moment in my life, the golden opportunity to work with one of the greatest DJ’s/producer of our time. Being able to come together with complete strangers to do something beautiful, sing something meaningful, to share something special is what ‘Happy Now’ is all about. Thank you to everyone involved in making this song and for letting me be part of your world.” - Elley Duhé

Listen to “Happy Now”:
Stream:
Apple Music: http://zedd.me/HappyNowAM
Spotify: http://zedd.me/HappyNowSP
Amazon: http://zedd.me/HappyNowAMZ
Deezer: http://zedd.me/HappyNowDZ
Google Play: http://zedd.me/HappyNowGP
Soundcloud: http://zedd.me/HappyNowSC
Download:
iTunes: http://smarturl.it/ZeddHappyNow/itunes

Shop the Zedd Store: http://zedd.me/Store

Follow Zedd:
Website: https://www.zedd.net
Facebook: http://zedd.me/Facebook 
Instagram: http://zedd.me/Instagram 
Spotify: http://zedd.me/SPEssentials 
Twitter: http://zedd.me/Twitter 
Snapchat: http://zedd.me/Snapchat
Weibo: http://zedd.me/Weibo
VK.com: http://zedd.me/VKcom
Subscribe to his YouTube channel: http://zedd.me/YouTube

See Zedd live: http://zedd.me/Live 

Follow Elley Duhé:
Website: http://www.elleyduhe.com
Facebook: https://www.facebook.com/elleyduhemusic/
Twitter: https://twitter.com/elleyduhe 
Instagram: https://www.instagram.com/elleyduhe 

You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
 
You're the only one, who can up and run, leave me just as empty as the day you came
You hold all the cards, all the broken hearts, strung over your shoulder till it's all in vain
 
And only you know the strength of your teeth
Wash in the weight of your pockets so deep
And lonely
 
You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
Are you happy now
 
In the palm of your hands, you can make me dance, spin me round in circles till I'm wrapped in string
You keep on talking sweet, till your fingers bleed, but don't you dare ask me how I've been
 
Now only you know the strength of your teeth
Wash in the weight of your pockets so deep
And lonely
 
You're a world away
Somewhere in the crowd
In a foreign place
Are you happy now
 
There's nothing left to say
So I shut my mouth
So won't you tell me babe
Are you happy now
Are you happy now

#HappyNow #Zedd #Lyrics",Zedd,10,11077158,177803,2986,0,4351,BE,8/6/2018
17,DH6XPzENl2U,Tu devines le prix ou tu le portes #2,2018-08-01T10:30:00.000Z,UCC_r3spMB5i5QKgtdNVO0OQ,"Merci à Emy d'avoir encore accepté de mettre en jeu son honneur, sa fierté et son amour-propre : 
https://www.youtube.com/channel/UCuZ6w38DjAZwQj0PlNZT5sQ
Mon instagram : https://instagram.com/pierrecroce/
Mon twitter : https://twitter.com/PierreCroce
Mon facebook : https://www.facebook.com/pcroce
Snapchat : pierrecroce
La musique que j'écoute : https://matchplay.lnk.to/pcroce",Pierre Croce,23,1367033,77050,1027,0,1405,BE,8/6/2018
18,OQfLvlZGYFM,David Guetta ft Anne-Marie - Don't Leave Me Alone (Lyric Video),2018-07-26T16:00:21.000Z,UC1l7wYrva1qCH-wgqcHaaRg,"BUY/LISTEN: https://guetta.co/dontleavemealone
🔔 Subscribe to be notified for new videos ➡️ http://bit.ly/GuettaYouTube 🔔 
⚠️ Vote David Guetta # 1 on DJ Mag TOP 100 DJ : http://bit.ly/GuettaMag2018

Director: Michael Robertson
Production: Toon53 Productions
(P) & (C) 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company

David Guetta feat Anne-Marie - Don’t Leave Me Alone
(David Guetta, Noonie Bao, Linus Wiklund, Sarah Aarons)
Produced by David Guetta & Lotus IV
Additional production by Timofey Reznikov & Albert Harvey (GLOWINTHEDARK)
Mixed & mastered by Serban Ghenea at MixStar Studios, Virginia Beach, VA
Engineered by John Hanes
All Instruments and Programming by Lotus IV, David Guetta, Timofey Reznikov & Albert Harvey
Backing vocals by Noonie Bao & Sarah Aarons
Publishers: JackBack Publishing Ltd, admin by Write Here Music (SACEM) and Shapiro Bernstein (ASCAP); EMI Blackwood Music Inc. (BMI) o/b/o EMI Music Publishing Scandinavia AB (STIM); Lurpi Songs AB, admin by Songs of Kobalt Music Publishing (AMRA); Sony/ATV Music Publishing Allegro (AUS) P/L
Anne-Marie appears courtesy of Major Toms/Asylum Records UK, a division of Warner Music UK Limited
(P) & (C) 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company

Follow David Guetta:
http://www.davidguetta.com
http://facebook.com/DavidGuetta
http://www.twitter.com/DavidGuetta
http://www.instagram.com/davidguetta",David Guetta,10,9984757,239905,6126,0,5216,BE,8/6/2018
19,R0yx-By7oxU,K3 - Luka Luna,2018-08-03T16:00:03.000Z,UC-Vvaw-FjigwT2N4kvBxULA,"▶ Abonneer je op het K3 kanaal http://bit.ly/2dYDlVf

🙌 De nieuwste K3 clips! https://www.youtube.com/playlist?list=PLw_5zTBMF4hwP7HCKd3WTQMR8PGwseDxM

🎥 Afleveringen en clipjes uit De avonturen van K3! https://www.youtube.com/playlist?list=PLw_5zTBMF4hx28AYucO88Ltm9Omx0hAll

🎥 Hallo K3 afleveringen! https://www.youtube.com/playlist?list=PLw_5zTBMF4hxMfBGi5PF-RIT5KA7cmZd7

Volg K3 ook op:
○ Website: http://studio100.com/k3
○ Facebook: https://www.facebook.com/K3fan
○ Instagram: https://www.instagram.com/k3.studio100",K3,10,297458,3584,402,0,506,BE,8/6/2018
20,J6zSw3VqKK4,JE LEUR DONNE UN EURO PAR JONGLE !,2018-08-01T16:00:02.000Z,UCLI5qZqBkuMkZ54EK6Zi6AA,"Achètes ta Speen Ball: https://speenstyle.com

Mon Instagram : http://bit.ly/2i3oWbj
Facebook : http://bit.ly/1mJwJ5I 
Snapchat: WASSFREESTYLE
Twitter : http://bit.ly/1po0Z9B

Contact Pro : wassfreestyle@hotmail.fr",Wass Freestyle,17,932415,38885,1039,0,2523,BE,8/6/2018
